event_id,site_id,start_date,end_date,peak_date,duration_days,peak_zscore,mean_zscore,detection_methods,vote_count_max,ground_truth_label,ground_truth_confidence,label_source,label_kind,consensus_status,agreement_ratio,judge_models,n_judges,n_valid_judges,rationale,key_evidence,data_gaps,raw_labels,raw_confidences,silver_original
EVT-00028,NWSS_il_639_Treatment plant_raw wastewater,2022-09-25,2022-09-25,2022-09-25,1,1.6804720591902114,1.6804720591902114,,2,sampling,0.8167,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant clinical follow-up rise or environmental perturbation, indicating it is likely a sampling artifact. | The event is an isolated spike candidate with a local change of -14.72%. There is no rainfall or high flow. Hospital admissions show a stable trend with a decrease of -8.9%. There are no nearby sites and no variant shift.","[""Peak z-score of 1.6805 indicates an isolated spike."", ""No significant rainfall or flow changes were recorded during the event."", ""Isolated spike candidate."", ""No rainfall or high flow."", ""Hospital admissions show a stable trend with a decrease of -8.9%."", ""Peak z-score of 1.68 is relatively low"", ""No significant rainfall or flow changes"", ""Hospitalization trend is stable and slightly declining""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites to compare trends."", ""Limited weather data"", ""No variant transition detected""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.85]",sampling
EVT-00029,NWSS_il_639_Treatment plant_raw wastewater,2022-10-18,2022-10-18,2022-10-18,1,1.541290865647734,1.541290865647734,,2,sampling,0.65,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated spike with a z-score of 1.54. There is no rainfall or high flow. Hospital admissions are stable. There are no nearby sites with similar trends. | Isolated wastewater signal with no significant environmental or clinical corroboration,"[""Peak z-score is 1.54."", ""No rainfall was recorded during the event period."", ""Flow percentile is low (max 0.158)."", ""Hospital admissions are stable (trend change pct 6.7%)."", ""No nearby sites show similar trends."", ""Z-score of 1.5413 indicates minor deviation"", ""No significant rainfall or flow changes"", ""Hospitalization trend is stable with only 6.7% change""]","[""Limited weather data"", ""No nearby site comparisons"", ""Single site observation""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.6]",sampling
EVT-00030,NWSS_il_639_Treatment plant_raw wastewater,2023-01-26,2023-01-26,2023-01-26,1,1.438123087539186,1.438123087539186,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with no rainfall or high flow. Hospital admissions are trending down, not up. There is a variant shift, but the clinical data does not support an epidemic. | Isolated spike with no significant environmental or clinical support","[""No significant rainfall (0.0mm) or high flow (64th percentile)."", ""Hospital admissions are trending down (-10.8%)."", ""Isolated spike candidate."", ""Single day peak with z-score of 1.4381"", ""No significant rainfall or flow changes"", ""Hospitalization trend is stable and slightly declining"", ""No regional pattern detected""]","[""Limited nearby site comparison"", ""Incomplete weather data""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00031,NWSS_il_639_Treatment plant_raw wastewater,2023-02-26,2023-02-26,2023-02-26,1,1.6371828425630015,1.6371828425630015,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up rise. The peak value is lower than the mean and median concentrations, indicating it is likely an isolated event. | The event is an isolated spike candidate with a local change of -17.86%. There is no rainfall or high flow. Hospital admissions are stable. There are no nearby sites and no variant shift.","[""Peak value of 15.3024 is lower than the pre-mean of 18.3143 and post-mean of 18.9459."", ""No rainfall or significant environmental changes reported during the event."", ""Isolated spike candidate"", ""No rainfall or high flow"", ""Hospital admissions are stable"", ""Peak z-score of 1.6372 indicates a minor deviation"", ""No significant rainfall or flow changes"", ""Stable hospitalization trend with -2.3% change""]","[""Lack of clinical follow-up data to assess any potential health impacts."", ""No nearby sites to compare trends."", ""Limited weather data"", ""No variant transition detected"", ""No regional wastewater pattern""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00032,NWSS_il_639_Treatment plant_raw wastewater,2023-05-07,2023-05-07,2023-05-07,1,1.536207886045297,1.536207886045297,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with a z-score of 1.5362. There is no rainfall, and the flow is not high (83.9th percentile). Hospital admissions are stable (-6.7% trend change). There are no nearby sites and no variant shift. | Isolated wastewater signal with no significant environmental or clinical support","[""Peak z-score is 1.5362."", ""No rainfall (0.0mm)."", ""Flow is at the 83.9th percentile."", ""Hospital admissions are stable (-6.7% trend change)."", ""Z-score peak of 1.5362 is modest"", ""No significant rainfall (0.0mm)"", ""Stable hospitalization trend with slight decrease (-6.7%)"", ""No variant shift detected""]","[""Limited weather data"", ""No nearby site comparisons""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00033,NWSS_il_639_Treatment plant_raw wastewater,2023-07-04,2023-07-04,2023-07-04,1,1.4674722622840344,1.4674722622840344,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated concentration dip with a z-score of 1.4675. There is no rainfall, high flow, or clinical rise to support an environmental or epidemic cause. No nearby sites show a similar trend. | Isolated wastewater signal with no significant environmental or clinical support","[""Peak z-score is 1.4675."", ""No rainfall was recorded during the event period."", ""Flow percentile is below 90th percentile."", ""Hospital admissions show a stable trend with a slight decrease."", ""No nearby sites show a similar trend."", ""Peak z-score of 1.4675 is relatively low"", ""No significant rainfall or flow anomalies"", ""Hospitalization trend is stable with slight decrease""]","[""Limited weather data"", ""No nearby site comparisons""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00034,NWSS_il_639_Treatment plant_raw wastewater,2023-11-05,2023-11-05,2023-11-05,1,1.429162543062484,1.429162543062484,,2,epidemic,0.5,llm_silver_consensus,silver,disagreement,0.3333,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows an isolated spike in wastewater concentration, but there is no significant clinical follow-up rise or environmental perturbation to support an epidemic label. The clinical data indicates a stable trend with a minor increase, and the variant shift does not correlate with a clear rise in hospitalizations.","[""Peak wastewater concentration on 2023-11-05 with a z-score of 1.4292."", ""Clinical data shows stable admissions with a minor increase (10.3%) but no significant rise.""]","[""Lack of nearby site data to confirm regional patterns."", ""Insufficient clinical follow-up data to establish a clear epidemic trend.""]","[""uncertain"", ""epidemic"", ""sampling""]","[0.5, 0.7, 0.6]",uncertain
EVT-00035,NWSS_il_639_Treatment plant_raw wastewater,2023-11-21,2023-11-21,2023-11-21,1,0.6087860513069958,0.6087860513069958,,2,epidemic,0.8833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations increased from a pre-mean of 129 to a post-mean of 168.17, a change of 30.36%) with no significant environmental perturbation (0.0mm rainfall and flow below the 90th percentile). | Hospital admissions in Illinois increased by 30% within 14 days of the wastewater anomaly, with no significant rainfall or high flow to explain the increase. The derived assessment also flags this as an epidemic candidate.","[""Clinical follow-up increased from 129.0 to 168.1667, a rise of 30.36%."", ""No significant rainfall (0.0mm) or high flow (>90th percentile) during the event."", ""Hospital admissions increased by 30% following the anomaly."", ""No significant rainfall or high flow was observed."", ""Hospitalization 7-day average increased from 111.1 to 176.4 (18.8% rise)"", ""No significant rainfall or high flow events"", ""Wastewater concentration showed localized spike (11.27% increase)"", ""Consistent dominant variant (HV.1) during period""]","[""No nearby wastewater sites to compare for regional patterns."", ""No variant shift noted during the period."", ""No nearby site comparison available"", ""Limited weather/hydrology data""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00036,NWSS_il_639_Treatment plant_raw wastewater,2024-03-12,2024-03-14,2024-03-12,3,1.6948530517033746,0.8474265258516873,,2,environmental,0.5,llm_silver_consensus,silver,disagreement,0.3333,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The anomaly shows a peak in wastewater concentration but lacks a corresponding rise in clinical hospitalizations and is accompanied by significant high flow conditions. The evidence does not clearly support an epidemic or environmental label due to conflicting indicators.,"[""Peak wastewater concentration on 2024-03-12 with a z-score of 1.6949."", ""No significant rainfall recorded during the event period, but high flow conditions were present.""]","[""Clinical follow-up data does not show a rise in hospitalizations."", ""No nearby sites to compare trends.""]","[""uncertain"", ""environmental"", ""sampling""]","[0.5, 0.7, 0.6]",uncertain
EVT-00037,NWSS_il_639_Treatment plant_raw wastewater,2024-12-15,2024-12-15,2024-12-15,1,0.0,0.0,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows an isolated spike in wastewater concentration but lacks clinical follow-up data and significant environmental perturbation. The variant shift is noted, but without clinical data, the impact on hospitalizations is unclear. | The event is an isolated spike with no rainfall and moderate flow. There is a variant shift, but no clinical data is available to assess the impact of the variant shift.","[""Isolated spike candidate identified with a local change of 12.93%."", ""No significant rainfall or high flow recorded during the event."", ""Isolated spike candidate is true."", ""No significant rainfall."", ""Flow percentile max is 0.797."", ""No clinical data available."", ""Variant shift from KP.3.1.1 to XEC.""]","[""Lack of clinical follow-up data to assess hospitalization changes."", ""No nearby sites showing similar trends to support an epidemic label."", ""Clinical data is missing.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.7]",uncertain
EVT-00038,NWSS_il_639_Treatment plant_raw wastewater,2025-02-12,2025-02-12,2025-02-12,1,0.0,0.0,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence does not provide clear clinical follow-up data or significant environmental perturbation to support a definitive label. There is a variant shift, but no rise in hospitalizations or environmental factors. | The event shows a variant shift from XEC to LP.8.1. However, there is no clinical data available to confirm a rise in hospitalizations. The wastewater signal shows a decrease, not an increase. There is no rainfall or high flow to suggest an environmental cause. Without clinical data, it is difficult to assess the impact of the variant shift.","[""No significant rainfall or flow observed during the event."", ""No clinical follow-up data available to indicate a rise in hospitalizations."", ""Variant shift from XEC to LP.8.1 on 2025-02-09."", ""No rainfall or high flow during the event period."", ""No clinical data available.""]","[""Lack of clinical hospitalization data for the period."", ""No nearby sites showing similar trends."", ""Clinical data is missing, making it impossible to assess the impact of the variant shift on hospitalizations."", ""The wastewater signal shows a decrease, not an increase.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.6]",uncertain
